Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-25754,72,-46,7.0,Clothing,Kurti,Debit Card
B-25724,168,-51,2.0,Furniture,Bookcases,Cod
B-25757,165,30,3.0,Clothing,Stole,Cod
B-25767,74,-59,2.0,Electronics,Accessories,Debit Card
B-25886,89,17,2.0,Clothing,Stole,Upi
B-25621,228,63,3.0,Electronics,Electronic Games,Credit Card
B-25967,119,-24,4.0,Furniture,Furnishings,Cod
B-25691,75,-25,3.0,Clothing,Stole,Upi
B-25953,67,20,4.0,Clothing,T-Shirt,Upi
B-25651,7,0,1.0,Clothing,Leggings,Cod
B-25828,222,35,5.0,Clothing,Saree,Credit Card
B-25628,219,-9,4.0,Clothing,Saree,Credit Card
B-25703,42,-23,2.0,Furniture,Furnishings,Upi
B-25929,216,-87,3.0,Furniture,Chairs,Credit Card
B-25748,47,-21,2.0,Electronics,Electronic Games,Cod
B-25610,68,-55,5.0,Electronics,Accessories,Upi
B-25903,74,33,2.0,Clothing,Shirt,Debit Card
B-25878,165,46,3.0,Furniture,Furnishings,Cod
B-26056,101,11,2.0,Clothing,Hankerchief,Upi
B-26004,162,73,2.0,Electronics,Electronic Games,Cod
B-25699,20,-22,1.0,Furniture,Furnishings,Upi
B-26053,162,55,3.0,Clothing,Stole,Cod
B-25654,229,-23,2.0,Clothing,Saree,Upi
B-25954,27,0,2.0,Clothing,Leggings,Cod
B-25910,685,7,7.0,Clothing,Trousers,Upi
B-26064,75,2,5.0,Clothing,Leggings,Debit Card
B-25983,161,-87,8.0,Furniture,Furnishings,Cod
B-26002,71,19,3.0,Clothing,T-Shirt,Cod
B-25650,211,-87,2.0,Clothing,Saree,Credit Card
B-26043,79,5,6.0,Clothing,Hankerchief,Debit Card
B-25657,32,-22,5.0,Clothing,Saree,Upi
B-25838,161,40,3.0,Clothing,Stole,Cod
B-25651,159,4,1.0,Clothing,Saree,Cod
B-25808,210,-50,4.0,Clothing,Hankerchief,Credit Card
B-25973,79,39,2.0,Clothing,Shirt,Debit Card
B-25698,207,113,3.0,Clothing,Saree,Credit Card
B-25818,36,0,4.0,Clothing,Kurti,Cod
B-26061,206,12,1.0,Electronics,Printers,Credit Card
B-25878,46,0,4.0,Clothing,Leggings,Cod
B-26054,156,23,3.0,Clothing,Stole,Cod
B-25809,154,54,3.0,Clothing,Hankerchief,Cod
B-26042,36,15,3.0,Clothing,Stole,Upi
B-26008,206,51,4.0,Clothing,Hankerchief,Credit Card
B-25927,200,7,4.0,Electronics,Electronic Games,Credit Card
B-26008,199,-1,1.0,Clothing,Saree,Credit Card
B-25753,154,22,7.0,Clothing,T-Shirt,Cod
B-25948,152,23,3.0,Furniture,Furnishings,Cod
B-26094,152,50,6.0,Clothing,Stole,Cod
B-25654,122,-21,3.0,Furniture,Furnishings,Upi
B-25854,149,48,6.0,Clothing,Stole,Cod
B-25623,149,-87,4.0,Clothing,Saree,Cod
B-25985,197,20,4.0,Clothing,Kurti,Credit Card
B-25723,76,-54,3.0,Electronics,Electronic Games,Cod
B-25751,221,-15,2.0,Electronics,Electronic Games,Cod
B-26050,79,32,3.0,Clothing,Saree,Debit Card
B-25800,45,12,7.0,Clothing,Hankerchief,Upi
B-25673,149,-1,1.0,Clothing,Saree,Cod
B-26002,80,22,3.0,Clothing,Stole,Debit Card
B-26009,195,12,9.0,Clothing,Shirt,Credit Card
B-25754,19,0,3.0,Clothing,Skirt,Upi
B-25953,81,41,3.0,Clothing,Stole,Debit Card
B-26039,83,34,5.0,Clothing,Shirt,Debit Card
B-26001,149,17,4.0,Furniture,Furnishings,Cod
B-25620,193,46,1.0,Electronics,Printers,Credit Card
B-26051,85,24,9.5,Clothing,Hankerchief,Debit Card
B-25673,44,-17,5.0,Clothing,Saree,Upi
B-25721,149,-40,2.0,Electronics,Phones,Cod
B-25764,26,0,2.0,Clothing,Kurti,Cod
B-25645,86,0,4.0,Clothing,T-Shirt,Debit Card
B-26066,86,22,2.0,Clothing,Saree,Debit Card
B-26003,79,16,3.0,Clothing,T-Shirt,Cod
B-25712,193,-87,3.0,Electronics,Phones,Credit Card
B-25796,148,0,3.0,Clothing,Saree,Cod
B-25738,70,-14,2.0,Furniture,Furnishings,Upi
B-25771,148,59,3.0,Clothing,Hankerchief,Cod
B-25950,190,19,9.0,Furniture,Furnishings,Credit Card
B-26038,52,14,2.0,Clothing,Stole,Cod
B-26004,147,44,3.0,Clothing,Saree,Cod
B-25896,190,68,8.0,Clothing,T-Shirt,Credit Card
B-25601,80,-56,4.0,Electronics,Electronic Games,Upi
B-25952,147,48,3.0,Clothing,Saree,Cod
B-25873,66,12,3.0,Clothing,Stole,Cod
B-25844,86,8,2.0,Clothing,Saree,Debit Card
B-26054,88,19,2.0,Clothing,Shirt,Debit Card
B-25953,188,-87,2.0,Electronics,Electronic Games,Credit Card
B-25951,89,29,2.0,Clothing,Stole,Upi
B-26065,146,19,5.0,Clothing,Stole,Cod
B-26033,143,32,1.0,Furniture,Bookcases,Cod
B-25781,25,-1,4.0,Clothing,Kurti,Cod
B-26043,30,12,3.0,Clothing,Skirt,Upi
B-25787,140,-58,4.0,Furniture,Furnishings,Cod
B-25664,83,-48,1.0,Furniture,Bookcases,Upi
B-25825,140,6,5.0,Clothing,Saree,Cod
B-25818,28,14,4.0,Clothing,Hankerchief,Cod
B-25765,139,14,3.0,Clothing,Stole,Cod
B-25853,30,14,3.0,Clothing,Hankerchief,Upi
B-26030,89,36,3.0,Clothing,Shirt,Upi
B-25730,187,30,4.0,Electronics,Accessories,Credit Card
B-26054,139,21,3.0,Electronics,Accessories,Cod
B-25773,437,-14,2.0,Clothing,Saree,Upi
B-25717,138,-3,5.0,Clothing,Saree,Cod
B-26010,85,13,2.0,Clothing,Shirt,Upi
B-25893,83,12,3.0,Clothing,Stole,Upi
B-26076,91,22,2.0,Clothing,Stole,Upi
B-25803,137,5,5.0,Clothing,Shirt,Cod
B-25709,33,-12,7.0,Clothing,Saree,Upi
B-25755,134,-34,2.0,Furniture,Chairs,Cod
B-25684,134,42,2.0,Furniture,Chairs,Cod
B-25739,133,-56,2.0,Furniture,Chairs,Cod
B-26081,93,-84,3.0,Clothing,Saree,Upi
B-25662,86,-21,1.0,Electronics,Electronic Games,Upi
B-25845,132,54,5.0,Clothing,Stole,Cod
B-26085,132,-10,3.0,Clothing,Saree,Cod
B-25745,132,-79,5.0,Furniture,Furnishings,Cod
B-25999,93,-65,4.0,Clothing,Stole,Upi
B-26082,95,5,2.0,Clothing,Stole,Upi
B-26097,97,12,2.0,Clothing,Hankerchief,Upi
B-25731,131,-87,8.0,Furniture,Furnishings,Cod
B-25625,97,29,2.0,Clothing,Hankerchief,Upi
B-25853,128,4,3.0,Clothing,Saree,Cod
B-25703,186,113,9.0,Clothing,Shirt,Credit Card
B-26003,128,47,4.0,Clothing,Hankerchief,Cod
B-25803,185,48,4.0,Clothing,Stole,Credit Card
B-25719,29,10,2.0,Clothing,Stole,Cod
B-25883,127,29,3.0,Furniture,Furnishings,Cod
B-25891,97,36,7.0,Clothing,Hankerchief,Upi
B-25821,125,0,3.0,Electronics,Accessories,Cod
B-25646,299,-8,2.0,Clothing,Saree,Cod
B-25874,124,54,5.0,Clothing,T-Shirt,Cod
B-25717,90,17,3.0,Clothing,Shirt,Cod
B-26073,122,11,4.0,Clothing,Hankerchief,Cod
B-25800,122,-66,9.0,Electronics,Accessories,Cod
B-25991,90,30,2.0,Furniture,Chairs,Upi
B-25638,182,-11,3.0,Furniture,Bookcases,Credit Card
B-26021,122,59,7.0,Furniture,Furnishings,Cod
B-25882,121,19,4.0,Clothing,Stole,Cod
B-26053,120,1,1.0,Furniture,Chairs,Cod
B-25951,120,23,5.0,Clothing,Stole,Cod
B-25757,34,-11,5.0,Clothing,T-Shirt,Cod
B-25777,117,17,6.0,Clothing,Kurti,Cod
B-26040,38,9,2.0,Clothing,Stole,Cod
B-25696,117,-6,3.0,Electronics,Phones,Cod
B-25977,180,54,4.0,Clothing,T-Shirt,Credit Card
B-25743,99,-5,1.0,Clothing,Saree,Upi
B-25651,172,-87,3.0,Furniture,Chairs,Emi
B-25603,116,16,4.0,Clothing,Stole,Cod
B-25696,116,-4,1.0,Clothing,Saree,Cod
B-26037,171,68,7.0,Clothing,Stole,Emi
B-26098,46,14,5.0,Clothing,Skirt,Cod
B-25697,115,-39,3.0,Clothing,Trousers,Cod
B-25920,100,7,2.0,Clothing,T-Shirt,Upi
B-25993,44,8,2.0,Clothing,Stole,Cod
B-26089,139,14,3.0,Clothing,Kurti,Cod
B-25960,171,-87,2.0,Furniture,Bookcases,Emi
B-25917,100,12,2.0,Clothing,T-Shirt,Upi
B-25825,115,25,6.0,Clothing,Stole,Cod
B-25696,168,-9,3.0,Clothing,Saree,Cod
B-25972,115,47,2.0,Electronics,Accessories,Cod
B-25602,168,-87,2.0,Electronics,Phones,Emi
B-25736,31,-7,5.0,Clothing,Skirt,Upi
B-26003,114,41,6.0,Furniture,Furnishings,Cod
B-25970,111,9,4.0,Clothing,Stole,Cod
B-25742,11,-8,2.0,Clothing,Skirt,Upi
B-25770,110,35,1.0,Furniture,Furnishings,Cod
B-26098,59,15,2.0,Clothing,T-Shirt,Upi
B-26050,166,27,2.0,Electronics,Accessories,Emi
B-25778,109,-6,6.0,Clothing,Saree,Cod
B-25652,34,-6,4.0,Clothing,Leggings,Cod
B-25999,109,40,1.0,Furniture,Furnishings,Cod
B-25909,108,22,3.0,Electronics,Accessories,Cod
B-25823,103,50,2.0,Furniture,Furnishings,Upi
B-25701,10,-8,2.0,Clothing,Skirt,Cod
B-25855,90,17,3.0,Clothing,Hankerchief,Cod
B-25654,105,46,2.0,Clothing,Stole,Upi
B-25623,105,20,2.0,Clothing,Stole,Debit Card
B-25641,22,-6,1.0,Furniture,Furnishings,Cod
B-25852,105,-33,5.0,Clothing,Kurti,Cod
B-25958,105,25,2.0,Clothing,Hankerchief,Emi
B-25802,25,-7,5.0,Clothing,Saree,Upi
B-25823,104,2,2.0,Furniture,Furnishings,Cod
B-25834,16,5,1.0,Clothing,Stole,Upi
B-25678,64,-7,3.0,Clothing,Saree,Cod
B-25774,38,-6,2.0,Furniture,Furnishings,Upi
B-25904,83,12,2.0,Furniture,Chairs,Cod
B-25896,103,36,2.0,Clothing,Hankerchief,Cod
B-25796,37,-6,1.0,Clothing,Saree,Upi
B-25934,105,33,6.0,Clothing,Saree,Emi
B-25750,78,-6,2.0,Furniture,Furnishings,Upi
B-25761,102,-87,1.0,Clothing,Saree,Cod
B-25912,102,11,6.0,Clothing,T-Shirt,Cod
B-25751,10,-8,1.0,Clothing,Kurti,Upi
B-25656,101,18,9.0,Clothing,Skirt,Cod
B-25647,42,-6,4.0,Clothing,Saree,Upi
B-25861,56,18,2.0,Clothing,Hankerchief,Upi
B-25802,95,5,2.0,Clothing,Stole,Cod
B-25901,159,2,3.0,Furniture,Furnishings,Emi
B-25623,158,69,3.0,Clothing,Stole,Emi
B-25751,106,0,2.0,Electronics,Phones,Emi
B-26052,101,16,4.0,Clothing,T-Shirt,Cod
B-25886,107,37,3.0,Clothing,Shirt,Cod
B-25804,156,36,5.0,Clothing,T-Shirt,Emi
B-25734,108,-19,3.0,Electronics,Electronic Games,Upi
B-25610,107,-54,4.0,Clothing,Stole,Emi
B-25711,100,-58,4.0,Clothing,Hankerchief,Cod
B-25985,108,26,4.0,Clothing,Shirt,Upi
B-25864,100,6,4.0,Clothing,Stole,Cod
B-25648,100,-23,1.0,Electronics,Phones,Cod
B-26086,43,17,2.0,Clothing,T-Shirt,Upi
B-25835,155,26,3.0,Clothing,Stole,Emi
B-25949,151,9,3.0,Clothing,Hankerchief,Emi
B-25930,151,29,5.0,Clothing,Hankerchief,Emi
B-25655,110,-68,4.0,Clothing,Saree,Emi
B-25757,98,9,2.0,Furniture,Furnishings,Cod
B-25655,97,-62,2.0,Clothing,Trousers,Cod
B-26033,111,35,5.0,Clothing,Shirt,Cod
B-26083,45,17,1.0,Electronics,Accessories,Cod
B-25805,112,15,2.0,Furniture,Chairs,Cod
B-25955,110,20,5.0,Clothing,Stole,Debit Card
B-25762,98,-5,2.0,Clothing,Saree,Upi
B-25919,110,12,7.0,Clothing,Stole,Debit Card
B-25853,95,11,4.0,Furniture,Furnishings,Cod
B-25925,744,14,3.0,Furniture,Chairs,Upi
B-26023,29,0,3.0,Furniture,Furnishings,Cod
B-26055,94,27,2.0,Clothing,T-Shirt,Cod
B-25653,115,25,1.0,Electronics,Accessories,Cod
B-25893,149,15,3.0,Clothing,Saree,Emi
B-26052,148,23,4.0,Clothing,Kurti,Emi
B-25830,93,15,2.0,Electronics,Accessories,Cod
B-26040,113,24,4.0,Clothing,Hankerchief,Debit Card
B-25981,48,2,3.0,Clothing,Stole,Cod
B-25954,148,9,1.0,Electronics,Electronic Games,Upi
B-25889,114,11,4.0,Clothing,T-Shirt,Debit Card
B-25810,92,42,2.0,Clothing,Stole,Cod
B-25637,117,14,3.0,Clothing,Shirt,Upi
B-25801,21,-10,4.0,Clothing,Leggings,Cod
B-25783,33,-10,6.0,Clothing,Leggings,Upi
B-25697,114,8,3.0,Electronics,Accessories,Debit Card
B-26028,115,0,1.0,Electronics,Accessories,Debit Card
B-25851,90,29,5.0,Clothing,T-Shirt,Cod
B-25938,61,1,2.0,Furniture,Furnishings,Cod
B-25820,119,1,1.0,Furniture,Chairs,Cod
B-25850,117,36,2.0,Clothing,Trousers,Debit Card
B-25924,148,54,2.0,Furniture,Chairs,Upi
B-25609,249,-5,4.0,Clothing,Saree,Cod
B-25898,147,73,3.0,Clothing,Stole,Upi
B-25814,118,35,7.0,Clothing,T-Shirt,Emi
B-26087,119,56,7.0,Clothing,Saree,Emi
B-25901,90,27,2.0,Clothing,T-Shirt,Cod
B-26025,32,1,2.0,Clothing,Stole,Cod
B-25631,89,-87,2.0,Furniture,Furnishings,Cod
B-25954,146,66,1.0,Electronics,Phones,Upi
B-25956,89,-37,4.0,Clothing,Shirt,Cod
B-26096,88,11,3.0,Electronics,Accessories,Cod
B-25862,121,41,4.0,Clothing,Stole,Emi
B-26054,88,20,2.0,Clothing,Saree,Cod
B-25698,87,-83,5.0,Clothing,Kurti,Cod
B-25606,87,4,2.0,Clothing,Shirt,Cod
B-25928,122,15,3.0,Electronics,Accessories,Emi
B-26005,87,10,3.0,Clothing,Stole,Cod
B-25963,53,8,3.0,Furniture,Furnishings,Upi
B-25952,87,-32,9.0,Clothing,Skirt,Cod
B-25683,86,-55,6.0,Clothing,Saree,Cod
B-25914,125,22,3.0,Clothing,Stole,Emi
B-25828,128,-3,3.0,Clothing,Saree,Debit Card
B-25743,143,-87,5.0,Clothing,Saree,Upi
B-26085,86,22,2.0,Clothing,Saree,Cod
B-25869,86,9,3.0,Clothing,Saree,Cod
B-25773,85,-9,4.0,Clothing,Saree,Cod
B-25700,129,-75,5.0,Clothing,Shirt,Debit Card
B-25921,84,-42,2.0,Electronics,Accessories,Cod
B-25730,83,-81,3.0,Furniture,Chairs,Cod
B-26083,143,6,2.0,Electronics,Accessories,Upi
B-25849,336,113,3.0,Electronics,Phones,Upi
B-25909,323,113,5.0,Electronics,Phones,Upi
B-26038,130,61,3.0,Clothing,Shirt,Debit Card
B-25999,152,-3,5.0,Clothing,Saree,Cod
B-25928,25,10,1.0,Furniture,Furnishings,Upi
B-25878,140,15,5.0,Clothing,Stole,Upi
B-25843,45,0,2.0,Clothing,Stole,Upi
B-25959,132,49,3.0,Clothing,Shirt,Cod
B-25630,133,12,5.0,Clothing,Stole,Debit Card
B-25858,82,13,2.0,Clothing,Shirt,Cod
B-26096,140,56,4.0,Clothing,Shirt,Upi
B-25838,81,19,7.0,Clothing,Hankerchief,Cod
B-25943,137,38,5.0,Clothing,Hankerchief,Debit Card
B-25780,137,-41,3.0,Electronics,Phones,Debit Card
B-25949,140,57,2.0,Clothing,Trousers,Debit Card
B-25892,139,30,3.0,Clothing,Shirt,Upi
B-26054,138,11,5.0,Clothing,Stole,Upi
B-25988,79,-87,9.0,Clothing,Skirt,Cod
B-25939,136,41,3.0,Electronics,Accessories,Upi
B-26083,145,16,3.0,Clothing,T-Shirt,Debit Card
B-26078,44,20,2.0,Clothing,T-Shirt,Upi
B-25902,79,6,7.0,Clothing,Saree,Cod
B-25676,79,36,4.0,Clothing,Shirt,Cod
B-26016,134,-13,3.0,Electronics,Electronic Games,Upi
B-25950,133,5,5.0,Clothing,Stole,Upi
B-26056,47,20,7.0,Clothing,Hankerchief,Upi
B-25645,133,-42,1.0,Electronics,Printers,Upi
B-25906,78,27,3.0,Clothing,Stole,Cod
B-26017,78,7,1.0,Furniture,Chairs,Cod
B-25644,76,-87,8.0,Furniture,Furnishings,Cod
B-25679,76,-50,1.0,Clothing,Saree,Cod
B-25854,76,19,3.0,Clothing,Hankerchief,Cod
B-25670,74,29,3.0,Clothing,Stole,Cod
B-25792,74,-25,3.0,Clothing,Stole,Cod
B-25808,146,-63,3.0,Electronics,Electronic Games,Debit Card
B-25750,73,-31,1.0,Furniture,Bookcases,Cod
B-26051,80,22,3.0,Clothing,Stole,Upi
B-26076,133,46,5.0,Clothing,Shirt,Emi
B-25946,146,7,2.0,Electronics,Phones,Debit Card
B-25648,130,-41,4.0,Clothing,Saree,Emi
B-25992,141,41,3.0,Clothing,Shirt,Upi
B-25848,147,21,3.0,Furniture,Furnishings,Debit Card
B-25697,73,-7,1.0,Electronics,Phones,Cod
B-25659,148,72,7.0,Clothing,T-Shirt,Debit Card
B-25716,58,0,4.0,Clothing,Saree,Upi
B-25652,21,-13,3.0,Clothing,Leggings,Upi
B-26093,148,25,3.0,Clothing,Saree,Debit Card
B-25725,144,-7,4.0,Electronics,Electronic Games,Cod
B-25661,145,-87,5.0,Furniture,Chairs,Upi
B-25693,72,-49,1.0,Electronics,Phones,Cod
B-25910,125,15,5.0,Clothing,Shirt,Emi
B-25943,149,15,3.0,Clothing,Saree,Debit Card
B-26100,72,16,2.0,Clothing,Shirt,Cod
B-25830,71,0,8.0,Clothing,Skirt,Cod
B-25932,71,-14,4.0,Furniture,Furnishings,Cod
B-25929,154,-85,3.0,Furniture,Chairs,Emi
B-25708,191,13,8.0,Furniture,Furnishings,Cod
B-25921,170,19,5.0,Clothing,T-Shirt,Upi
B-25755,47,-3,2.0,Clothing,Stole,Upi
B-25640,122,-47,4.0,Clothing,Saree,Emi
B-25838,70,26,5.0,Clothing,Hankerchief,Cod
B-26025,155,5,3.0,Clothing,Stole,Emi
B-25789,67,-86,9.0,Furniture,Furnishings,Cod
B-25697,67,-42,3.0,Clothing,Stole,Cod
B-25797,148,-87,2.0,Furniture,Bookcases,Upi
B-26064,122,38,6.0,Clothing,T-Shirt,Credit Card
B-25732,16,-5,2.0,Clothing,Stole,Upi
B-25654,121,-17,3.0,Furniture,Furnishings,Credit Card
B-25750,42,-15,9.5,Clothing,Skirt,Upi
B-25751,65,-4,6.0,Clothing,Hankerchief,Cod
B-25889,119,-43,7.0,Clothing,Kurti,Credit Card
B-25683,155,56,3.0,Furniture,Furnishings,Emi
B-25602,119,-5,8.0,Clothing,Saree,Credit Card
B-25871,118,25,4.0,Clothing,Hankerchief,Credit Card
B-25953,116,22,1.0,Electronics,Accessories,Credit Card
B-25950,158,-29,9.5,Clothing,Hankerchief,Emi
B-26091,158,69,3.0,Clothing,Stole,Emi
B-25753,65,-52,3.0,Electronics,Accessories,Cod
B-25611,160,-59,2.0,Clothing,Saree,Emi
B-25935,162,20,3.0,Furniture,Chairs,Emi
B-25886,63,1,4.0,Clothing,T-Shirt,Cod
B-25833,64,27,5.0,Clothing,Hankerchief,Upi
B-25665,166,-87,4.0,Electronics,Accessories,Emi
B-25694,167,43,7.0,Clothing,T-Shirt,Emi
B-25668,123,17,3.0,Furniture,Furnishings,Cod
B-25945,63,14,2.0,Clothing,Shirt,Cod
B-25954,744,0,5.0,Clothing,Saree,Cod
B-25818,75,28,9.0,Clothing,Hankerchief,Upi
B-25861,62,6,5.0,Clothing,Hankerchief,Cod
B-25721,29,-18,7.0,Clothing,Skirt,Upi
B-26024,168,18,6.0,Clothing,Stole,Debit Card
B-26056,70,24,3.0,Clothing,Stole,Upi
B-26050,169,55,4.0,Clothing,Saree,Debit Card
B-25708,32,-8,2.0,Clothing,Stole,Cod
B-25651,44,-8,3.0,Clothing,Stole,Upi
B-25616,116,-56,5.0,Clothing,Stole,Credit Card
B-25827,156,21,3.0,Furniture,Chairs,Cod
B-25996,62,6,6.0,Clothing,Skirt,Cod
B-25830,54,1,2.0,Clothing,Saree,Upi
B-25951,111,11,9.0,Clothing,Hankerchief,Credit Card
B-25713,158,-63,4.0,Furniture,Chairs,Upi
B-25678,7,-3,2.0,Clothing,Skirt,Upi
B-25901,61,28,2.0,Clothing,Hankerchief,Upi
B-25798,61,-50,4.0,Clothing,Hankerchief,Cod
B-25902,154,26,4.0,Electronics,Accessories,Cod
B-25851,62,1,3.0,Clothing,Saree,Cod
B-25944,169,38,3.0,Clothing,Saree,Debit Card
B-25939,61,18,2.0,Electronics,Accessories,Cod
B-25656,61,-23,2.0,Clothing,Saree,Cod
B-25695,171,14,9.0,Clothing,Shirt,Debit Card
B-25781,60,-49,8.0,Clothing,Hankerchief,Cod
B-25783,25,-11,1.0,Clothing,Stole,Upi
B-25867,163,26,4.0,Clothing,Shirt,Cod
B-25993,173,86,1.0,Electronics,Printers,Debit Card
B-25755,257,-3,2.0,Furniture,Bookcases,Upi
B-25880,108,37,2.0,Clothing,Stole,Credit Card
B-25941,177,41,4.0,Clothing,Shirt,Debit Card
B-25757,106,15,7.0,Clothing,Hankerchief,Credit Card
B-25754,41,-14,5.0,Clothing,Leggings,Upi
B-25653,168,-10,3.0,Electronics,Accessories,Upi
B-25821,60,21,4.0,Clothing,Stole,Cod
B-25706,31,-11,4.0,Clothing,Stole,Cod
B-26064,179,0,2.0,Clothing,Saree,Debit Card
B-25803,106,12,3.0,Clothing,Trousers,Credit Card
B-26076,60,13,2.0,Clothing,T-Shirt,Cod
B-25603,180,5,3.0,Clothing,Trousers,Debit Card
B-25903,60,-10,2.0,Furniture,Furnishings,Cod
B-25938,59,25,3.0,Clothing,Stole,Cod
B-25868,170,73,2.0,Electronics,Accessories,Upi
B-25956,59,10,2.0,Clothing,Hankerchief,Cod
B-25652,24,-21,7.0,Clothing,Skirt,Cod
B-25883,105,-26,8.0,Clothing,Leggings,Credit Card
B-26096,103,46,2.0,Clothing,Saree,Credit Card
B-25969,171,17,6.0,Clothing,T-Shirt,Upi
B-25951,102,13,2.0,Clothing,Stole,Credit Card
B-25855,98,12,2.0,Clothing,Hankerchief,Credit Card
B-26091,59,10,4.0,Clothing,Leggings,Cod
B-25954,189,60,4.0,Furniture,Furnishings,Debit Card
B-25763,58,-52,3.0,Furniture,Chairs,Cod
B-25945,60,3,3.0,Clothing,Saree,Upi
B-25740,58,-8,2.0,Clothing,Saree,Cod
B-25818,94,20,2.0,Furniture,Furnishings,Upi
B-25603,193,-87,3.0,Clothing,Saree,Emi
B-25964,199,0,4.0,Clothing,Stole,Emi
B-25930,202,89,9.0,Clothing,T-Shirt,Emi
B-25930,58,17,2.0,Clothing,Hankerchief,Cod
B-25879,57,-28,2.0,Clothing,Kurti,Cod
B-25903,204,-87,4.0,Clothing,Hankerchief,Emi
B-25614,98,-12,2.0,Electronics,Electronic Games,Credit Card
B-25750,22,-12,3.0,Clothing,Stole,Cod
B-25852,97,17,2.0,Clothing,Stole,Credit Card
B-26008,57,24,5.0,Clothing,Leggings,Cod
B-26092,97,14,2.0,Clothing,T-Shirt,Credit Card
B-25689,97,17,2.0,Clothing,Stole,Credit Card
B-25730,96,22,5.0,Clothing,Stole,Credit Card
B-25885,94,27,2.0,Clothing,Shirt,Credit Card
B-25999,26,-17,1.0,Clothing,Stole,Cod
B-26011,93,44,2.0,Clothing,Stole,Credit Card
B-25754,93,-65,4.0,Clothing,Stole,Credit Card
B-26030,92,5,6.0,Clothing,Hankerchief,Credit Card
B-25851,57,27,2.0,Clothing,T-Shirt,Cod
B-25870,57,7,3.0,Furniture,Furnishings,Cod
B-26074,57,21,4.0,Clothing,Leggings,Cod
B-25861,128,4,3.0,Clothing,Saree,Cod
B-25797,89,-4,5.0,Clothing,Saree,Credit Card
B-25993,221,26,7.0,Furniture,Furnishings,Cod
B-25799,205,-87,3.0,Clothing,Saree,Debit Card
B-25721,191,51,5.0,Clothing,Shirt,Upi
B-26056,206,18,4.0,Clothing,Hankerchief,Debit Card
B-25743,56,0,4.0,Clothing,Hankerchief,Cod
B-25854,88,16,4.0,Clothing,Stole,Credit Card
B-25748,224,58,3.0,Electronics,Phones,Upi
B-25976,193,8,4.0,Clothing,T-Shirt,Upi
B-25953,87,36,5.0,Clothing,Stole,Credit Card
B-25996,189,4,1.0,Clothing,Saree,Upi
B-25717,55,-33,2.0,Furniture,Chairs,Cod
B-25865,85,-1,3.0,Clothing,Saree,Credit Card
B-25959,252,56,2.0,Electronics,Phones,Upi
B-25855,197,73,1.0,Furniture,Bookcases,Cod
B-25703,17,-3,2.0,Clothing,Stole,Upi
B-26049,100,28,2.0,Clothing,Hankerchief,Upi
B-25755,80,-19,5.0,Clothing,Stole,Upi
B-26070,75,29,1.0,Clothing,Trousers,Upi
B-25755,26,4,2.0,Clothing,Saree,Upi
B-26047,55,12,5.0,Clothing,Skirt,Cod
B-25604,157,5,9.0,Clothing,Saree,Upi
B-25651,200,-60,4.0,Furniture,Bookcases,Upi
B-25983,230,5,2.0,Clothing,Saree,Upi
B-26056,213,-87,3.0,Furniture,Bookcases,Debit Card
B-25940,55,4,2.0,Clothing,Stole,Cod
B-25766,220,-19,2.0,Clothing,Saree,Debit Card
B-25935,150,32,3.0,Clothing,Hankerchief,Cod
B-25970,203,84,2.0,Electronics,Printers,Upi
B-26053,93,31,3.0,Electronics,Accessories,Upi
B-25947,290,35,6.0,Clothing,Hankerchief,Cod
B-25856,48,6,1.0,Clothing,Saree,Cod
B-26030,221,35,4.0,Electronics,Accessories,Debit Card
B-26069,55,18,2.0,Clothing,Kurti,Cod
B-25653,227,102,8.0,Electronics,Accessories,Debit Card
B-25627,55,-39,4.0,Clothing,Stole,Cod
B-25947,207,33,2.0,Electronics,Accessories,Upi
B-25801,64,6,4.0,Clothing,Saree,Cod
B-25964,89,6,5.0,Clothing,Saree,Cod
B-25950,54,27,2.0,Clothing,Stole,Cod
B-25878,84,41,3.0,Clothing,T-Shirt,Credit Card
B-25773,209,-21,2.0,Electronics,Electronic Games,Upi
B-26081,79,33,4.0,Clothing,Stole,Upi
B-26027,54,8,4.0,Clothing,T-Shirt,Cod
B-25967,229,59,9.0,Clothing,Saree,Debit Card
B-25901,158,38,3.0,Clothing,Hankerchief,Upi
B-25951,248,105,2.0,Electronics,Phones,Debit Card
B-25853,199,6,2.0,Clothing,Saree,Upi
B-25923,253,-11,1.0,Clothing,Trousers,Debit Card
B-25793,257,-87,4.0,Clothing,Saree,Debit Card
B-26068,193,33,5.0,Electronics,Accessories,Cod
B-26080,109,35,6.0,Clothing,T-Shirt,Cod
B-25843,214,30,3.0,Electronics,Accessories,Cod
B-26002,141,7,7.0,Clothing,Saree,Cod
B-25993,201,32,4.0,Furniture,Furnishings,Upi
B-26070,54,12,4.0,Clothing,Shirt,Cod
B-25887,83,6,6.0,Clothing,Shirt,Emi
B-25654,54,-3,3.0,Clothing,Saree,Cod
B-25898,53,5,3.0,Clothing,T-Shirt,Cod
B-25664,258,-27,2.0,Electronics,Phones,Debit Card
B-26012,199,8,2.0,Clothing,Saree,Cod
B-25979,82,-27,3.0,Clothing,Kurti,Emi
B-26054,139,36,3.0,Clothing,Stole,Cod
B-25757,53,15,2.0,Clothing,Stole,Cod
